Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
765,517.0,521.0,203197.0,203200.0,9.0,4.0,4.0,1059.0,107.0,132.0,1360.0,0.0,1.0,50.0,0.7603,39599.396559749635,0.75,0.0029,1.0,0.75,0.0,0.9542,0.6021,0.4771,-0.25,-0.0807,0.1262,3
1034,395.0,,4726828.0,4726836.0,85207.13493359403,10.0,8.0,6684.0,,53350.18447530086,85883.1012140633,1.0,0.0,80.0,0.48,98252.33579509807,0.8889,0.0055,0.9,1.0,0.0,1.7559,0.9542,0.9031,-0.1111,-0.0839,0.1773,5
210,44054.511518447194,37.0,814236.0,814627.0,7292.0,466.0,,608995.0,43.0,6914.025643739885,1352.0,9127.526588558821,0.0,70.0,0.0,0.496,22812.608020463897,0.0274,0.0794,0.7295,1.0,3.8628,1.5682,45912.51521088497,40196.74458061359,-0.3475,1.0,1
1238,659.0,686.0,4194670.0,83653.47105775157,169.0,47.0,27.0,20262.0,107.0,135.0,1356.0,36600.92191235483,0.0,100.0,0.972,0.5529,0.5185,0.0199,0.5745,0.5185,0.0,2.2279,1.4314,30659.309746410323,-0.4815,-0.0633,0.6236,5
141,6055.976954184661,465.0,2550845.0,2551201.0,2705.0,213.0,359.0,197957.0,28.0,126.0,1364.0,52947.50543573271,0.0,80.0,0.6613,69417.33488804974,0.0393,,46805.56467418573,0.9916,1.0,3.4322,59021.443165113866,2.5515,87551.57487292944,67766.93191459359,1.0,0
1394,950.0,977.0,2304542.0,37483.3537245947,,30.0,12.0,14029.0,110.0,127.0,1356.0,44312.29374708803,1.0,40.0,46650.18769924908,77580.62854350366,0.2963,0.0199,38317.732123614835,14712.477851667161,0.0,2.0756,1.4314,0.9031,-0.7037,,0.3601,6
1429,1068.0,1083.0,1539081.0,1539097.0,101.0,27.0,17.0,13866.0,15366.046265650068,149.0,1366.0,1.0,0.0,,84876.14368239828,0.5792,0.9375,0.011,18900.343578399657,0.9412,1.0,2.0043,1.1761,1.2041,0.0625,0.0726,0.3977,6
1402,,1139.0,83913.94929311772,2650795.0,144.0,20.0,27603.86976467667,14169.0,84.0,116.0,1646.0,1.0,0.0,,0.616,0.4353,0.8824,0.0103,0.85,0.9375,0.0,2.1584,1.2305,1.1761,94346.35868199643,-0.2313,45117.155737073044,6
1886,1669.0,21437.00073249237,456531.0,456548.0,91.0,14.0,17.0,80565.26050835346,64.0,102.0,1688.0,1.0,0.0,,0.0107,0.4647,0.5882,0.0059,20660.404108171882,69514.43151367424,1.0,1.959,1.0,1.2305,0.4118,-0.3765,0.2928,6
1289,100.0,116.0,1002562.0,1002587.0,211.0,26.0,28.0,23894.0,102.0,87399.2501067264,77627.64910945723,11621.25062707543,,40.0,0.1456,0.4725,0.64,47348.24000151413,0.6154,0.8929,1.0,75121.85629711249,1.2041,1.3979,0.36,-0.1153,5136.688869493844,6
837,1444.0,1457.0,5996730.0,5996739.0,79.0,19.0,11.0,10188.0,116.0,140.0,1648.0,1.0,0.0,69.0,0.2318,0.3248,0.6923,0.0079,77207.73535308776,0.8182,0.0,98282.90362102726,1.1139,53913.31684850915,,32110.364899695167,0.2253,4
712,85.0,48620.28055232896,3238.4848131059907,7275852.0,4239.0,150.0,76.0,456305.0,85139.82257532014,127.0,36514.158914991865,0.0,1.0,40.0,34451.82339255591,0.3669,0.4355,0.0913,0.8267,0.7105,0.0,66062.99584913068,2.0934,1.7324,-0.5645,-0.159,81334.61155324138,2
1226,1040.0,29918.590763911845,3967177.0,3967197.0,313.0,72.0,35.0,37460.0,106.0,135.0,,,0.0,80.0,0.4217,0.5882,3278.8481181466045,,0.5278,0.5714,32943.00054195605,2.4955,1.5798,48902.42764408135,-0.4737,-0.065,96553.42778866523,5
810,543.0,27671.977888342848,1819724.0,1819728.0,,25255.561508153423,,2028.0,111.0,143.0,,0.0,1.0,93359.56581693304,82641.58113877708,0.2,3994.254117572216,,1.0,1.0,11132.976168608877,49076.96325509798,0.699,0.6021,-0.2,41820.85377567358,0.1322,3
1395,1090.0,1129.0,2312033.0,2312039.0,111.0,59623.908731848926,43049.870883199634,12886.0,33091.84936308911,126.0,,0.0,86081.03819427364,40.0,0.3373,0.5256,0.1539,0.0287,0.8667,0.3158,0.0,2.0453,1.5911,0.7782,-0.8461,-0.0931,,6
11,106.0,118.0,813452.0,813500.0,442.0,13.0,48.0,50393.0,34865.791432551596,143.0,1687.0,0.0,93143.98427489714,12607.664115897544,,0.2326,0.25,0.0071,0.9231,1.0,1.0,2.6454,1.0792,1.6812,0.75,-0.1093,0.8612,0
1646,727.0,92592.55097773524,587412.0,587452.0,289.0,35.0,40.0,,75.0,124.0,1374.0,0.0,1.0,40.0,0.9243,0.3979,84119.39734291082,0.0087,0.3429,1.0,1.0,2.4609,1.0792,22485.93271384721,89575.34509921017,-0.1828,85650.64762187851,6
1090,55390.4742737956,528.0,281944.0,26288.63278904712,19726.624387309534,8.0,14.0,6661.0,110.0,125.0,1362.0,0.0,1.0,40.0,0.7665,0.3214,0.4286,0.0044,0.75,1.0,1.0,1.7559,0.7782,1.1461,0.5714,-0.087,0.1892,5
283,17.0,27.0,1859616.0,,,23.0,17.0,24070.026311061465,41.0,84.0,,57599.003306886734,0.0,70.0,0.0251,0.5294,0.5882,0.0074,0.4348,1.0,1.0,1.9031,42179.01228326435,,0.4118,12020.149692833282,0.2928,1
292,,162.0,22760.53959785761,1990031.0,59.0,13.0,89671.24840593537,,89.0,70628.78970668455,1354.0,1.0,0.0,,0.223,0.4636,0.9091,0.0081,0.8461,84466.44175753201,0.0,1.7708,1.0414,1.0,4101.668336789555,-0.2112,0.2173,1
755,615.0,625.0,87201.82738236296,1398179.0,65.0,12.0,10.0,7104.0,,126.0,1358.0,0.0,1.0,50.0,0.9057,0.35,91259.15617750068,,0.8333,60588.65187720486,,1.8129,,1.0,0.0,-0.1461,,3
627,41.0,77040.9686777699,,1786320.0,6662.0,266.0,131.0,685894.0,54991.03566730075,11688.197099998664,1358.0,0.0,1.0,40.0,24761.219205005436,,0.3988,,,0.5114,2227.795265519483,3.8236,2.2253,1.8261,-0.6012,-0.1956,1.0,2
1449,1527.0,1565.0,5331249.0,5331309.0,1284.0,11900.133587923012,61.0,116623.0,87595.71783640966,117.0,1648.0,1.0,0.0,80.0,0.1007,0.4368,0.6333,0.0231,0.5588,,1.0,3.1086,1.5798,1.7781,0.3667,-0.2904,11834.18761672761,6
807,1140.0,1148.0,1733269.0,1733276.0,26.0,13.0,79765.28577508092,,123.0,143.0,1360.0,0.0,1.0,50.0,0.3118,,0.875,0.0059,0.6154,1.0,0.0,1.415,0.9031,0.8451,-0.125,0.031,17607.85644828564,3
130,9.0,18.0,1743219.0,1743250.0,227.0,22.0,31.0,21864.0,18679.486796198053,126.0,14819.263324175292,0.0,1.0,90.0,93264.05317449245,84652.9167792012,0.2903,0.0053,,1.0,1.0,2.356,0.9542,1.4914,0.7097,-0.2475,0.4613,0
1227,72152.0059021128,,89144.43476134175,28653.190885044256,,46519.17347038791,24.0,13292.0,63590.72956221209,132.0,38363.82787447593,1.0,0.0,80.0,0.4472,0.6833,0.9,,0.5806,86639.07511036508,1.0,2.0569,1.2553,28330.45912494664,0.1,-0.0891,0.5951,5
324,24.0,35564.07954296613,,2787427.0,1543.0,58183.18576062736,64567.63915793392,,71677.98138365027,126.0,84491.4876510704,1.0,60599.73029024064,70.0,0.0355,26352.835170708033,55687.192256820184,,0.1867,83218.55653412476,1.0,3.1884,1.4472,2.1072,0.7813,-0.188,1.0,1
1059,993.0,1004.0,1589161.0,,57.0,90517.29876351664,7.0,,2452.614288395172,126.0,,1.0,0.0,70.0,0.7651,41805.91214791446,0.6364,0.0068,0.9167,1.0,0.0,1.7559,1.0414,0.8451,30612.892539184046,25966.32496774731,,5
793,756.0,762.0,1110856.0,61999.95597664414,16.0,6.0,,2015.0,111.0,142.0,1358.0,63108.35651786294,1.0,84890.09704939071,,0.4667,0.8333,0.0044,45011.06236434032,1.0,41174.58369049313,,0.7782,0.699,-0.1667,-0.0161,,3
901,1609.0,1616.0,1168986.0,1168994.0,32.0,9.0,8.0,53659.42641034588,90394.8204867645,110.0,1688.0,1.0,0.0,60.0,0.0853,0.4286,0.875,38336.152027155935,55640.15648025079,,28874.863087765367,1.5051,0.8451,48451.885957573,80156.60437100213,-0.2446,,5
1811,,15752.508236896256,142256.0,142260.0,34.0,14.0,5.0,4385.0,121.0,96524.33147268827,1366.0,0.0,1.0,60.0,0.2401,10890.478499054756,0.2857,0.0103,1.0,0.8,36963.6181672313,1.5315,1.1461,0.6021,-0.7143,0.0076,95143.33445504763,6
811,1213.0,1219.0,40922.263924864135,1962347.0,16.0,9.0,6.0,11734.178078641798,71044.22837297533,64258.51998753937,2762.932563799736,,1.0,50.0,0.2047,,0.8333,0.0044,0.6667,0.8333,0.0,1.2041,0.7782,0.699,-0.1667,49034.86866934369,0.14,3
818,828.0,836.0,128854.0,128981.0,,78.0,127.0,83011.0,86.0,125.0,1687.0,0.0,1.0,50.0,0.9816,0.2244,0.063,0.0047,0.1026,1.0,3837.449101113399,26860.979033241238,,2.1038,0.937,-0.177,0.9915,4
696,41.0,216.0,,,6882.0,274.0,,76749.72731464574,48.0,124.0,6175.388411191629,0.0,1.0,40.0,,0.413,0.3829,0.1289,,0.5114,0.0,3.8377,2.243,1.8261,-0.6171,-0.179,1.0,2
216,244.0,275.0,923170.0,923211.0,709.0,84.0,55.0,83627.0,36427.379206584475,,87423.47885640892,1.0,0.0,70.0,31286.773440564008,0.4422,0.7561,0.0229,0.369,0.7455,74487.2844905733,,1.4914,1.6128,0.2439,-0.0785,0.9984,1
1462,1219.0,1231.0,701105.0,98448.22781041893,,19.0,21.0,72813.18567859521,91.0,126.0,1358.0,0.0,1.0,40.0,0.187,,,0.0088,0.6316,1.0,1.0,2.2624,1.0792,1.3222,0.4286,69665.10321177884,0.417,6
159,1166.0,1185.0,31104.987791147465,18611.449839622175,123.0,33.0,17.0,15858.0,116.0,,1708.0,1.0,0.0,100.0,82078.61407241909,0.5376,0.7368,0.0111,0.5758,0.8235,0.0,,1.2787,1.1461,17385.519807096804,0.0072,66033.97649758347,1
926,213.0,223.0,625577.0,625588.0,87.0,53338.61392943646,11.0,9205.644344807473,84.0,132.0,1692.0,1.0,14186.87594021999,60.0,0.2518,0.2091,0.9091,0.0059,0.625,1.0,1.0,,59088.37515589714,1.0414,0.0909,-0.1445,0.2173,5
635,41.0,221.0,2160.324825786397,1889228.0,43669.92003625038,77090.84785095789,140.0,,36.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.4277,0.35,0.1327,0.6383,0.45,0.0,3.8122,2.2553,1.7993,76364.17920296962,20656.099979199327,1.0,2
517,39.0,195.0,2431945.0,2432111.0,33424.8198395364,578.0,322.0,,47.0,78724.60399284112,,0.0,16188.190266786705,40.0,0.0556,0.6637,,0.1113,0.2699,15165.889082512529,,3.94,38259.02270035622,2.2201,0.0602,-0.1057,83062.68495775612,2
1385,460.0,555.0,2161400.0,2161408.0,343.0,6673.063453736905,28.0,39231.0,105.0,,1358.0,50492.62495577596,1.0,40.0,,0.5487,0.0842,0.07,0.8962,,0.0,2.5353,1.9777,0.9031,-0.9158,-0.1064,0.9549,6
598,41.0,210.0,1445593.0,1445656.0,6294.0,262.0,153.0,656298.0,45.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.4089,80113.23865720825,45568.254911191674,0.645,0.4118,66492.63206189302,3.7989,2.2279,1.7993,-0.6272,40575.18341111359,1.0,2
196,49.0,71.0,573049.0,7303.593189735536,884.0,,98.0,,77.0,118.0,,13671.347239606646,0.0,70.0,0.0723,,0.3188,0.0162,0.2076,0.7041,1.0,59454.65873104189,1.3424,1.8389,0.6812,-0.2601,0.9997,1
1597,1299.0,1305.0,385532.0,385557.0,107.0,13.0,26.0,10888.0,96.0,111.0,1353.0,0.0,1.0,70.0,0.071,,0.24,0.0044,40314.27535723103,0.9615,,54017.04166905301,,54773.43063726089,0.76,-0.205,0.266,6
1221,1058.0,1084.0,71008.65956255741,3522508.0,,38.0,27.0,19028.0,84.0,117.0,1364.0,,93974.06236152779,80.0,10373.718348436245,0.6722,0.8846,0.0191,0.6842,80093.17893039563,,2.2923,1.415,1.3617,-0.1154,-0.2415,0.8778,5
411,24266.352714578097,226.0,702679.0,702873.0,18071.0,814.0,534.0,80795.10827372452,27.0,148.0,1400.0,0.0,1.0,97688.98293197177,0.0557,0.5019,0.9639,0.1336,30402.855285319696,,83626.2639530742,4.257,2.2718,2.2878,0.0361,,1.0,2
97,1058.0,1066.0,367429.0,367455.0,135.0,65458.2098714723,,90658.54573292266,6831.674993871739,126.0,1690.0,0.0,1.0,70.0,,7170.728787888625,,0.0047,0.4444,1.0,,2.1303,,1.415,0.6923,-0.1097,0.3479,0
938,1084.0,1096.0,1635847.0,1635864.0,144.0,16.0,9059.94586341795,15517.0,84.0,134.0,1694.0,1.0,24061.230139175328,60.0,0.706,29114.001198517657,0.7059,0.0071,,1.0,1.0,2.1584,,1.2305,0.2941,-0.1582,0.3419,5
887,873.0,900.0,1099506.0,1099516.0,150.0,27.0,26586.775458391865,47931.96053726481,96.0,43318.61479590999,1353.0,0.0,1.0,50.0,0.6696,0.4444,0.3704,92205.89162126946,1.0,0.8333,0.0,2.1761,1.4314,1.0,83445.09090089623,-0.1212,0.4465,5
157,15.0,24.0,1620686.0,14428.861063676857,154.0,20.0,22.0,19711.0,103.0,29869.659175816432,12440.101093919753,1.0,0.0,70.0,0.0221,,0.4091,0.0066,0.45,1.0,1.0,2.1875,34554.572819440444,1.3424,0.5909,,0.3329,0
420,67879.64740911583,225.0,919301.0,919496.0,17810.0,763.0,9382.730217416069,,25.0,142.0,1398.0,0.0,1.0,40.0,0.0558,0.509,0.9538,94218.58284456692,0.2438,0.4276,1.0,4.2507,2.2695,2.29,0.0461,-0.0812,19077.30065011083,2
1101,1338.0,1346.0,42882.81153129375,7865.0,60.0,13.0,,5577.0,86.0,102.0,1366.0,0.0,1.0,185.0,0.0293,60677.20991469898,0.5714,4140.089420056048,0.6154,1.0,1.0,,0.9031,1.1461,0.4286,-0.2738,,5
478,41.0,23115.04491090992,1711137.0,1711281.0,10913.0,634.0,359.0,1248379.0,25.0,141.0,90515.56509044301,0.0,41862.760605826435,40.0,,0.5047,0.9412,0.1091,0.2413,21969.68209459109,0.0,,4624.031888004354,2.1584,-0.0588,-0.1063,63253.48723501582,2
1327,317.0,335.0,732308.0,46553.567167509405,146.0,36.0,29.0,18123.0,114.0,,19744.83698653399,0.0,1.0,25098.010291495775,20607.381034309336,0.5731,0.9474,0.0131,0.5,,1.0,2.1644,1.2553,1.2787,0.0526,-0.0302,0.5659,6
669,,25043.99875453135,2350467.0,2350536.0,6472.0,243.0,129.0,673434.0,44.0,57210.01482054704,1356.0,92735.98343594396,1.0,40.0,0.0575,90181.02394738444,0.3943,,0.7202,43948.33240739325,0.0,88684.15713980941,50921.7096261678,37698.19355348837,13606.855381611882,-0.1871,1.0,2
999,,1056.0,1276792.0,70832.56932183007,252.0,20.0,25.0,28061.0,92.0,135.0,1652.0,1.0,0.0,100.0,0.7215,68585.42971976791,0.6,0.0091,74587.52111608004,1.0,1.0,2.4014,92288.91856997862,1.3979,0.4,-0.1301,0.6189,5
1816,550.0,70951.67742323052,95402.40777675899,2426519.0,109.0,15.0,18.0,21721.2840808667,103.0,87175.3156376459,1708.0,65082.18665742124,0.0,100.0,0.644,0.2431,0.4444,0.0047,0.5333,1.0,1.0,2.0374,0.9031,1.2553,0.5556,20879.651608277916,0.2583,6
1560,1338.0,1350.0,1313692.0,1313714.0,126.0,32.0,24.0,16734.0,,90219.92492734834,1630.0,1.0,0.0,100.0,4678.070545487556,0.5227,0.5454,0.0074,,0.9167,1.0,2.1004,1.0792,1.3424,77683.62724831954,0.0376,0.4366,6
448,41.0,,82035.42992120693,1317154.0,,11874.86338501692,86803.68622566076,1398637.0,27.0,27558.936016291093,35773.661156677284,0.0,1.0,40.0,0.0585,71990.32575938519,,0.1327,0.3015,22785.6263361899,0.0,4.0868,2.2695,2.2175,-0.1129,-0.1052,1.0,2
1459,93800.23624515765,1130.0,19167.48214994759,2673616.0,118.0,16.0,13.0,14120.0,103.0,59473.23519920205,9783.232248839446,0.0,1.0,40.0,66900.21148241653,0.2436,0.9231,0.0088,32607.50284044819,1.0,1.0,2.0719,9670.046541481392,1.1139,0.0769,,71689.59921212847,6
179,174.0,71547.86931902546,334304.0,86370.74787068248,32515.754542916366,,21.0,13595.0,106.0,134.0,1354.0,1.0,,70.0,,0.525,0.6,0.0148,0.5263,0.5714,0.0,2.0569,1.301,1.0792,-0.4,-0.0683,0.3977,1
391,,1638.0,676623.0,676657.0,86137.84568792305,33.0,54475.53249194006,49303.0,54.0,93.0,1687.0,1.0,0.0,80.0,0.0581,0.1973,83557.02307191529,0.0142,0.7273,0.9714,59874.70447996021,,1.3802,85435.48714023975,0.2941,-0.4119,0.9685,2
579,41.0,,622372.0,622437.0,6277.0,192.0,109.0,97959.0011409716,43.0,125.0,1358.0,92906.34462867341,1.0,40.0,83137.13614016643,0.3849,60903.54093189266,0.1156,,0.5963,4244.380018075589,3.7977,2.1959,67303.34737754053,-0.586,-0.189,1.0,2
944,70750.74537996009,891.0,2921961.0,2921970.0,62.0,,9.0,6294.0,76341.46539012567,118.0,1688.0,1.0,,689.5019394333013,0.9443,0.3111,0.9,0.0059,0.9091,1.0,0.0,,1.0,21942.361126679367,-0.1,-0.2069,0.1954,5
1658,890.0,944.0,2008592.0,12894.000359170566,345.0,86.0,66120.66905441647,81658.40368614989,,143.0,34962.002447229876,0.0,1.0,70.0,15302.464525902149,0.7718,,0.0319,0.6279,0.5,0.0,2.5378,1.7324,1.4472,-0.4815,0.0343,0.9997,6
1023,1588.0,1602.0,2338856.0,2338875.0,169.0,20.0,19.0,14689.0,34739.06699186473,103.0,1654.0,1.0,0.0,83667.74619400389,0.0629,7058.726812230776,43563.991436678116,0.0085,89883.67413725767,1.0,1.0,2.2279,1.1461,1.2787,99341.10463537347,,0.4399,5
1737,5.0,17.0,1302051.0,1302067.0,130.0,13.0,17.0,12480.0,61.0,,1373.0,0.0,1.0,40.0,0.0073,0.3229,0.75,0.0087,0.9231,0.9412,79741.1134184283,45525.935446835305,1.0792,33815.13225473193,,47757.35288654421,0.3241,6
1207,1066.0,1088.0,2750749.0,2750765.0,68383.64552827821,,23.0,11743.0,82.0,116.0,29982.16592614287,89292.62444618295,0.0,80.0,0.4047,53338.283254163,84314.52974047812,50736.682959184756,0.7097,0.6956,7798.973512803164,2.0864,1.3424,1.2041,,-0.248,93939.7193097873,5
821,5000.108869222586,84341.9959751786,1581921.0,1581956.0,139.0,27.0,35.0,16441.0,86414.76362275497,79742.75755278196,1541.5649482022231,0.0,,941.7554127704841,43673.55381764252,0.4326,0.2,0.0052,0.2593,1.0,1.0,2.143,68697.6790217957,31823.05886351804,0.8,89430.87310887883,0.4057,4
1205,1038.0,6622.788373162302,2506147.0,2506159.0,101.0,,12.0,10318.0,94718.55799716932,62679.665781039264,1364.0,1.0,,80.0,0.4589,90276.56700951963,0.9231,0.0095,51388.25659135053,1.0,0.0,2.0043,14597.185983751015,44926.68003353066,-0.0769,-0.2019,0.2739,5
922,669.0,692.0,328431.0,19824.445442498694,329.0,26.0,23.0,33217.0,58.0,127.0,1690.0,1.0,0.0,13025.092242210678,0.7917,0.3498,0.9565,0.0136,0.8846,0.9565,0.0,2.5172,1.3617,1.3424,-0.0435,-0.2112,0.7955,5
1014,,,3178549.0,3178563.0,133.0,14.0,,14163.0,84.0,,1358.0,,95094.18958824404,59717.23997453589,0.6289,0.2083,,88968.65976070723,0.8571,92738.52987974264,1.0,2.1239,1.0792,1.1461,0.1429,72217.47294861024,93010.79893279234,5
665,41.0,,2290146.0,2290212.0,5753.0,291.0,160.0,602131.0,40.0,125.0,1358.0,0.0,1.0,40.0,0.0604,,0.3837,0.1267,16799.127526585078,,0.0,3.7599,12432.430445745213,1.8195,-0.6163,-0.1823,1.0,2
143,,183.0,,212188.0,221.0,97116.11406252401,31.0,22508.0,66.0,125.0,91876.39342647883,,21708.269672939805,40.0,0.2533,0.3519,0.3548,0.0081,0.4231,1.0,1.0,2.3444,1.0414,1.4914,0.6452,-0.2043,0.5642,0
1473,,396.0,96285.7345992987,3866570.0,638.0,,36.0,56456.0,53.0,126.0,1364.0,1.0,60422.427277767274,80.0,0.5352,0.3568,,0.0227,0.7046,0.8889,1.0,31290.61613221993,1.4914,1.5051,0.0313,-0.3087,0.99,6
1386,306.0,56812.43927711053,2184746.0,2184752.0,46542.97941475066,,,22315.0,105.0,134.0,1356.0,0.0,1.0,40.0,0.4513,53273.489364854475,0.1053,0.042,0.9828,0.6,0.0,,1.7559,0.7782,-0.8947,-0.1014,0.5659,6
422,142.0,167.0,947849.0,88798.08454799512,2147.551241233858,55268.48943276064,47.0,44478.0,120.0,,58023.58375825341,76595.87031327073,1.0,40.0,0.2029,0.5117,0.8621,0.0179,0.3731,0.617,1.0,2.549,1.3979,1.4624,0.1379,-0.0184,0.9437,2
637,5040.617479251852,73886.53344760847,1914002.0,1914070.0,6615.0,244.0,9649.353593782738,684236.0,,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4441,0.3886,0.1289,0.7172,0.5191,0.0,9742.268035118885,2.243,10956.064759474337,-0.6114,-0.1919,1.0,2
1363,642.0,,942520.0,38242.15704818795,536.0,118.0,52.0,61209.0,106.0,127.0,,44502.52068439102,1.0,40.0,0.7689,0.5621,0.1177,0.0611,0.8644,0.2308,0.0,2.7292,27398.2800700901,92017.06846040153,92706.11537438538,-0.1078,0.9979,6
800,303.0,311.0,1593115.0,38063.21770874995,,9.0,8.0,2219.0,117.0,135.0,93065.3123626032,,1.0,,0.4456,0.55,0.625,0.0059,28311.650881533245,0.625,0.0,1.2553,81428.22060212579,,60264.33849684977,-0.0369,16782.09751571188,3
1286,,1064.0,66508.72221348924,701451.0,352.0,41.0,53.0,2258.918788931552,92.0,141.0,1360.0,0.0,1.0,175.0,0.4353,0.3846,0.2115,0.0081,,0.9811,1.0,2.5465,1.0414,73043.79340263223,0.7885,-0.12,,6
616,36026.169159711826,218.0,1658501.0,86585.84007311235,6828.0,297.0,152.0,31040.35468281834,42.0,,1358.0,0.0,1.0,40.0,0.0574,0.5404,13676.530398774301,0.1318,0.6027,0.5461,0.0,15478.215422394514,2.2529,25199.271134738832,-0.5363,-0.1933,,2
295,85.0,,93924.95562186342,2023150.0,268.0,28.0,25.0,,84.0,118.0,72118.73613307437,1.0,0.0,70.0,0.1254,50181.40324177582,0.6956,0.0118,0.5714,0.92,,2.4281,57306.62635497905,1.3617,0.3043,-0.2317,0.6079,1
1319,845.0,857.0,606.5908893408856,189695.0,103.0,25.0,26.0,13299.0,122.0,142.0,1372.0,0.0,1.0,40.0,0.7507,0.6098,0.5454,0.0088,0.48,0.8461,1.0,2.0128,1.0792,1.3424,0.4545,0.0087,0.4366,6
1633,1386.0,1401.0,1299250.0,1299257.0,53.0,20.0,12.0,6554.0,22491.770610785134,141.0,40025.22928438131,39858.18907608376,0.0,100.0,0.3614,26573.230075093656,0.4667,0.0088,0.75,0.5833,,1.7243,1.1761,0.8451,,33779.58931900877,0.2116,6
1849,123.0,89138.3547303822,189105.0,189141.0,145.0,18.0,39.0,,,,1353.0,0.0,1.0,100.0,0.1818,0.5525,0.25,20435.73731046908,0.5,0.9231,12561.764934421193,2.1614,0.9542,1.5563,,87157.20092560272,0.5362,6
89,1227.0,1238.0,3980733.0,3980769.0,,580.6297836809305,95281.85590607437,,92.0,33565.07178353243,,0.0,1.0,40.0,0.1848,,19646.079895523115,0.0081,0.44,1.0,1.0,2.4609,1.0414,1.5563,0.6944,-0.1313,0.6514,0
42,93926.59800542281,1271.0,17757.21049851888,74950.10764143156,324.0,30.0,36.0,30269.0,65.0,124.0,1353.0,72220.71996770651,1.0,,63611.534881360385,0.25,0.3333,0.0089,0.4,6469.290282644358,1.0,2.5106,6659.064600299603,1.5563,0.6667,45900.24434903719,0.7037,0
1750,605.0,736.0,,2066684.0,1981.0,219.0,206.0,230693.0,104.0,85313.23136741607,1387.0,0.0,1.0,40.0,0.8724,0.8888,0.9632,0.0944,,0.6602,1.0,3.2969,,2.1335,44904.71559545245,,73324.8694138868,6
1876,791.0,13447.850544642093,4104160.0,4104163.0,59.0,42.0,85138.04773701075,7281.0,97.0,150.0,1690.0,1.0,,30390.944817736687,15505.619086520284,0.5318,34985.075737092,51212.77646049254,1.0,67484.95704338697,0.0,1.7708,1.6233,23138.792661828356,-0.9286,-0.0359,0.2359,6
132,42104.44976063449,63471.65716163922,65021.396098474346,1771642.0,771.0,50.0,89.0,86951.31336877267,63.0,82301.18617820986,1698.0,0.0,1.0,,0.2474,0.5187,0.2023,0.0106,0.36,1.0,1.0,66853.22939985523,1.2553,,0.7977,-0.2261,0.9998,0
939,,1539.0,1757997.0,1758011.0,67.0,13.0,15.0,69599.85710523285,86.0,,1688.0,1.0,0.0,60.0,0.1765,60482.405394916575,35546.38493334888,0.0047,0.6154,80376.2929959112,1.0,1.8261,0.9031,1.1461,0.4286,-0.2244,0.2195,5
927,,54059.83806301145,800126.0,,56.0,10.0,12.0,6459.0,104.0,132.0,11777.432545490541,62187.517314968354,77229.99701699587,51400.04914832822,0.1385,0.3333,80752.63402950998,0.0041,0.7,1.0,1.0,1.7482,0.8451,73562.54647838324,,-0.0989,0.1892,5
1765,129.0,162.0,,419405.0,20106.1978770107,919.49623204306,,34165.0,,12214.545222148809,1358.0,0.0,1.0,175.0,59720.36508368671,0.583,0.6364,0.0243,0.5156,0.5676,0.0,2.4609,1.5185,,-0.3636,-0.0764,14570.93384719882,6
1801,1146.0,17371.427685701667,581539.0,581546.0,74.0,3257.980147008144,12.0,6481.0,79.0,103.0,1358.0,1.0,0.0,300.0,0.2887,24553.275205962822,0.4375,0.0118,0.8421,11356.5141181593,0.0,1.8692,86420.29431087371,42282.97292984721,,-0.3158,0.2195,6
1336,373.0,386.0,1058240.0,1058279.0,7156.343015445388,29.0,39.0,37264.0,113.0,132.0,1374.0,0.0,1.0,40.0,0.5429,0.3925,0.3333,0.0095,73657.58435598931,1.0,1.0,2.4885,1.1139,1.5911,0.6667,-0.0548,0.7966,6
1455,1362.0,73204.62777229173,4443762.0,4443777.0,114.0,14.0,77445.81843681775,12808.0,102.0,124.0,1666.0,0.0,,40.0,0.3529,0.24,16879.21497430771,0.006,0.7143,1.0,1.0,2.0569,1.0,1.1761,0.3333,25597.065183510193,,6
165,39.0,60.0,118073.0,118242.0,1590.0,143.0,172.0,154035.0,,116.0,1354.0,1.0,60561.81027926766,,0.0576,90866.8360925503,0.1243,58109.83990888536,9028.633359727168,,8293.772661806099,3.2014,1.3222,2.2279,0.8757,89774.03505631827,11772.98871830813,1
725,93559.48518196392,226.0,99396.82337937206,29792.0,16052.0,97926.35169675318,69661.87732691753,19098.093051713484,17311.48081809887,40898.91007869645,,,67996.14101091119,,,0.4692,0.6027,,,0.3375,0.0,4.2055,,2.1303,-0.3973,-0.224,25611.067004465804,2
291,92622.38313944575,37.0,1978821.0,1978842.0,185.0,29.0,54262.979951027926,18517.0,40500.858620225736,119.0,1354.0,1.0,0.0,50065.96304547569,0.0295,0.4818,0.8095,0.0126,80893.66084152309,12882.475725820497,1.0,2.2672,1.2305,1.3222,0.1905,-0.218,0.5903,1
1108,979.0,992.0,,724202.0,59.0,15.0,11.0,7330.0,,51963.02526371606,2338.5883086765925,78913.26084023365,39614.85625595141,,0.5412,0.5462,0.7692,0.0096,0.8667,0.9091,0.0,1.7708,6982.884446997273,1.0,,-0.0294,94745.52665837116,5
